,place_id,business_name,formatted_address,overall_rating,text,user_rating
12,ChIJW2LkKIpZwokR0IG5UC9pEpg,Kin Coworking Space NYC : Affordable shared office Space NYC & Soho,"442 Broadway 2nd floor, New York, NY 10013, USA",4.5,"So I recently started my modeling career. Applying for ton of adds and etc. Some of it legit, some not. Today one ""lady"" contacted me and invited for a casting right that day. ""oh, well maybe they are in the rush, whatever"" - I thought. I didn't have the right clothing for casting, so I let her know, she said it's fine. ""kkk"" it got fishy when she said I gotta call her, when I reach the address. why is that??? They don't have an office or secretary?! Alright, I still went, to see what's it about. I got there, she never introduced herself nor gave me a name of the agency. I walked in the nice office, but there was no front desk or anything like that. She brought me to one of the rooms, showed me some kinda website of the agency, that didn't contein of anything but photos of girls. And she got forward to the deal/scam. We will put your photos on our website and connect with clients for $100 one time fee, we don't charge % of work you do with clients it's all yours!! Oh, WOW, such a great deal and only $100!!! Sign me in rn!! Like really??? You would consistently connect me with clients without getting paid, applauds!! Whatta angel! Nope! No legitimate agent will ask you money upfront and denies taking a fee if you booked, otherwise it doesn't worth it to them nor they interested in getting work done. She kept rushing with an answer, if I gonna pay, plus they were shooting rn for future catalog. Duh, probably for more buzz and excitement for ""Green"" model. After I said :""no, thank you!"" she looked dissatisfied and showed me the door, there was another girl waiting. After I left I Googled kin spaces, they are legit, BUT it's coworking space and anybody can rent a space there to work even scamers, unfortunately. Be careful ladies!! Your, Velvet cat on the sun",1
13,ChIJW2LkKIpZwokR0IG5UC9pEpg,Kin Coworking Space NYC : Affordable shared office Space NYC & Soho,"442 Broadway 2nd floor, New York, NY 10013, USA",4.5,"I run a small nonprofit that provides support to heart patients and I recently (Dec '16) moved our office to KIN Spaces. I am so happy I did! The space is warm and inviting, very clean and welcoming. Everyone that visits comments on the common area as the windows and the wood are very pretty. The founders and everyone that works here are extremely nice and open to ideas and feedback. I highly recommend the space if you are looking for a new office!",5
14,ChIJW2LkKIpZwokR0IG5UC9pEpg,Kin Coworking Space NYC : Affordable shared office Space NYC & Soho,"442 Broadway 2nd floor, New York, NY 10013, USA",4.5,"A very comfortable, centrally located, beautifully designed place to work with an all around great vibe. Price is right and staff is very attentive. Everyone here is pretty great - can't beat Kin!",5
15,ChIJodOnURFawokRauimdXqfYXE,Primary - FiDi,"26 Broadway, New York, NY 10004, USA",4.8,"Absolutely in love with this space! I’ve been a member since October 2017 and this is the most welcoming, positive coworking space ever. The employees make you feel at home and the space itself is filled with plants and positive energy. There’s a full cafe with free coffee and infused water for members, a fitness studio with complimentary classes, and so many places to work. They emphasize networking and host luncheons and happy hours to get you acquainted with other members in the space. The owners are so incredibly kind, too. Highly recommend becoming a member!!",5
16,ChIJodOnURFawokRauimdXqfYXE,Primary - FiDi,"26 Broadway, New York, NY 10004, USA",4.8,Used this place as a venue for an Ellevate event. Really nice and helpful staff. Great space.,5
17,ChIJodOnURFawokRauimdXqfYXE,Primary - FiDi,"26 Broadway, New York, NY 10004, USA",4.8,Live Primary is THE  BEST coworking space in NYC! The staff and owners are incredible! They really go above and beyond to help members and develop friendships as well as lasting business relationships. The yoga studio and mindful meditation breaks also help members feel balanced and focused.,5
18,ChIJodOnURFawokRauimdXqfYXE,Primary - FiDi,"26 Broadway, New York, NY 10004, USA",4.8,"Primary is the best co-working space in New York City! We love the building, neighborhood, and the general atmosphere inside the space. The staff are extremely helpful, friendly and accommodating, and the other professionals in the space make for great networking opportunities. Primary NYC is perfect for a growing startup like us, and we are happy to call it our home in New York.",5
19,ChIJodOnURFawokRauimdXqfYXE,Primary - FiDi,"26 Broadway, New York, NY 10004, USA",4.8,I'm a huge fan of Primary. Their environment is a lot more. professional than other co-working spaces I have visited. They also have very fast internet connectivity!,5
20,ChIJX_80Vw72wokREsiEkJFtSOU,Croissant Coworking,"One World Trade Center, #8500, New York, NY 10007, USA",5.0,Really happy with using Croissant for co-working 2 months in - it's easy to use and provides me the flexibility to work from multiple locations. It's great because I'm taking meetings all over town and don't necessarily want to waste time to get back to one specific co-working space.,5
21,ChIJX_80Vw72wokREsiEkJFtSOU,Croissant Coworking,"One World Trade Center, #8500, New York, NY 10007, USA",5.0,"Croissant is a super smart way for an 'independent' like myself to find office space. I could not be more pleased with their service. I'm a writer, and the coffee shop atmosphere can be really awkward and booking monthly office space is super costly. So, to have the option (with Croissant) of working in different workspaces around the city (and in other cities) on an hourly basis is so much better and much (MUCH) more cost-efficient than booking entire days. So glad I signed up. I would urge other people thinking about it to just go for it -- really -- at least for the trial period. You won't regret it. 5 stars.",5
22,ChIJX_80Vw72wokREsiEkJFtSOU,Croissant Coworking,"One World Trade Center, #8500, New York, NY 10007, USA",5.0,"In case you don't want to work at home all the time, you are a traveller, who is looking for a good spot to work at or you need an inspirational environment for your work - I know t h e app. Use Croissant! My daily work day got immediately far better. I can use a variety of co-working spaces all around the globe super simple. Croissant rocks!",5
23,ChIJX_80Vw72wokREsiEkJFtSOU,Croissant Coworking,"One World Trade Center, #8500, New York, NY 10007, USA",5.0,Croissant is flexible and provides incredible value. I highly recommend it for anyone working in coffee shops or a home office and wants to improve productivity and professionalism.,5
24,ChIJX_80Vw72wokREsiEkJFtSOU,Croissant Coworking,"One World Trade Center, #8500, New York, NY 10007, USA",5.0,"Croissant makes finding and working in coworking spaces incredibly easy. As a remote worker, I'm frequently running around the city and it's nice to have options that don't require a pay-by-day commitment. I take my calls from home in the morning and I love the hourly setup of Croissant that allows me to check in for the time I ACTUALLY use. Highly recommend. Amazing app.",5
25,ChIJuwEPBatZwokRo8ED9iGT9cQ,Workville,"1412 Broadway, New York, NY 10018, USA",5.0,I visited New York with my husband while he was at a conference and needed a place to work. I found Workville by chance and I'm so glad I did. The staff are so friendly and the atmosphere welcoming. Being a single woman I felt perfectly comfortable leaving my bag unattended while I used the restroom or got coffee. The coworking space has lots of different seating options for whatever is most comfortable for you. The balcony is so nice to sit out on. This place was the perfect retreat and near excellent food choices. Highly recommend for anyone needing a place to work for a couple of days during a visit!,5
26,ChIJuwEPBatZwokRo8ED9iGT9cQ,Workville,"1412 Broadway, New York, NY 10018, USA",5.0,"I really enjoy working here, it's very nice. 
The team is really helpful and sweet. 
I couldn't ask for a better location! Ah and I LOVE the terraces",5
27,ChIJuwEPBatZwokRo8ED9iGT9cQ,Workville,"1412 Broadway, New York, NY 10018, USA",5.0,"Very helpful staff, chill environment, very accommodating.  Everyone is friendly and willing to get to know you and work with you and your company.  Would recommend to a friend.",5
28,ChIJuwEPBatZwokRo8ED9iGT9cQ,Workville,"1412 Broadway, New York, NY 10018, USA",5.0,I was in town for 2 weeks  and DJ and his team were very accommodating for my needs.  The space has awesome terraces and is very bright.  Thank you workville. Will see you soon for sure,5
29,ChIJuwEPBatZwokRo8ED9iGT9cQ,Workville,"1412 Broadway, New York, NY 10018, USA",5.0,Had the pleasure of spending some time at the space today. A great location with a super friendly staff and a get it done style environment. Very Cool!,5
30,ChIJzQyxUA72wokRQfyu07TGymg,TEEM CoWorking,"1463 5th Ave, New York, NY 10035, USA",4.7,"I worked at TEEM for about a year and it was awesome! Sharlene is amazing - totally on top of things, really warm and friendly. TEEM has a very low-key vibe and has many different types of companies working there, which is really fun. It's quiet and the space has all the basics. If I needed a coworking space again I would definitely go back!",5
31,ChIJzQyxUA72wokRQfyu07TGymg,TEEM CoWorking,"1463 5th Ave, New York, NY 10035, USA",4.7,"a friendly place to clear your head from the distractions of the outside world. the energy is swimming with creativity and productivity, so you'll be swept up in the current too!",5
32,ChIJzQyxUA72wokRQfyu07TGymg,TEEM CoWorking,"1463 5th Ave, New York, NY 10035, USA",4.7,"I've been a member close to a year and it's absolutely lovely. The woman who runs it really cares and puts a lot of effort into making it a very chill place to get your work done. Quiet, clean, and a very well thought out lay-out. Have absolutely loved my time here!",5
33,ChIJzQyxUA72wokRQfyu07TGymg,TEEM CoWorking,"1463 5th Ave, New York, NY 10035, USA",4.7,"I got so much done, awesome place to focus and get in the zone! Everyone was easy going with was a plus for me.",5
34,ChIJzQyxUA72wokRQfyu07TGymg,TEEM CoWorking,"1463 5th Ave, New York, NY 10035, USA",4.7,Nice suitable location for business meetings.,5
35,ChIJj0Gn2aBZwokR2XKWs-TKWow,Bond Collective - Flatiron,"115 E 23rd St, New York, NY 10010, USA",4.7,I love this coworking location! Three floors on 23rd street super close to the train and with such a wonderful atmosphere. I love the staff and I love being around so many different industries working together. Working here is a great experience.,5
36,ChIJj0Gn2aBZwokR2XKWs-TKWow,Bond Collective - Flatiron,"115 E 23rd St, New York, NY 10010, USA",4.7,Bond is a great working environment for busy professionals and entrepreneurs alike. It is a cozy atmosphere with professional business amenities. The staff are great and treat the tenants with professionalism and courtesy.,5
37,ChIJj0Gn2aBZwokR2XKWs-TKWow,Bond Collective - Flatiron,"115 E 23rd St, New York, NY 10010, USA",4.7,"Very cool co-workering space in a great part of NYC. It's three floors, well designed and something for anyone that needs this type of work space.",5
38,ChIJj0Gn2aBZwokR2XKWs-TKWow,Bond Collective - Flatiron,"115 E 23rd St, New York, NY 10010, USA",4.7,"Fantastic office space! Well decorated, delicious coffee, and amazing staff members. Very attentive to their members and guests!",5
39,ChIJj0Gn2aBZwokR2XKWs-TKWow,Bond Collective - Flatiron,"115 E 23rd St, New York, NY 10010, USA",4.7,"I've been a member at Bond/Coworkrs for almost 3 years, and the journey started at their Flatiron location. I worked out of this location for a little over a year before moving to their downtown location. I couldn't be happier with their service, attention, and of course the spaces themselves! The community managers are amazing, always there to help when you need them.",5
40,ChIJy_AabqZZwokRgZGP5Zb746M,The Yard: Coworking Space NYC - Flatiron South,"234 5th Ave, New York, NY 10001, USA",4.5,"Good facilities, a little small",4
41,ChIJy_AabqZZwokRgZGP5Zb746M,The Yard: Coworking Space NYC - Flatiron South,"234 5th Ave, New York, NY 10001, USA",4.5,"We've only spent a week there, but it was a great stay. Very friendly staff. Good coffee. Fast internet. What else do you need:) ",5
42,ChIJy_AabqZZwokRgZGP5Zb746M,The Yard: Coworking Space NYC - Flatiron South,"234 5th Ave, New York, NY 10001, USA",4.5,Perfect spot to work (coworking hotdesks + dedicated desks). Quiet and friendly. Perfect location.,5
43,ChIJy_AabqZZwokRgZGP5Zb746M,The Yard: Coworking Space NYC - Flatiron South,"234 5th Ave, New York, NY 10001, USA",4.5,Beautiful space with huge windows and the most welcoming staff. I LOVE working out of this Yard location.,5
44,ChIJy_AabqZZwokRgZGP5Zb746M,The Yard: Coworking Space NYC - Flatiron South,"234 5th Ave, New York, NY 10001, USA",4.5,"The Yard is a super productive space for me and I'm really glad I chose this space to work. I have a hard time shelling out money for space so I have the cheapest option here which is co-working desks and its more than I ever need as a freelancer. I don't really use the printer but its all there and theres always awesome networking events with great food and I never feel shamed for getting seconds :) Its clean here which is super super important to me, theres a cleaning lady here usually all day too and the bathrooms are private and nice (also super important to me, i've heard about monster cockroaches in The Accelerator bathrooms and that scarred me for a bit). The managers are nice and open to all of the questions i've had here so far. Its stylish here which is a plus and i haven't had a bad encounter yet, all the other clients here are really friendly. So far im really happy here and i dont see myself going anywhere else.",4
45,ChIJCzeavZlZwokRh4two_7gaYo,TechSpace Union Square NYC Coworking Space,"41 E 11th St 11th floor, New York, NY 10003, USA",4.4,"Great working environment and cafe on 11 floor is amazing!

Cons: bathroom (men) on 10 floor could use  better maintenance(this relates ONLY TO pressure valves which are leaking during flush). Sorry for details but this is something that has to get perma fixed and maintained",4
46,ChIJCzeavZlZwokRh4two_7gaYo,TechSpace Union Square NYC Coworking Space,"41 E 11th St 11th floor, New York, NY 10003, USA",4.4,Not enough private phone booths. Manager a bit harsh with customers,3
47,ChIJCzeavZlZwokRh4two_7gaYo,TechSpace Union Square NYC Coworking Space,"41 E 11th St 11th floor, New York, NY 10003, USA",4.4,Nice place,5
48,ChIJCzeavZlZwokRh4two_7gaYo,TechSpace Union Square NYC Coworking Space,"41 E 11th St 11th floor, New York, NY 10003, USA",4.4,"My company, VPV Interactive, has been located at TechSpace since the summer of 2010 and I truly love coming to the office each and every day.  Friendly staff, great layout and large and useful facilities, along with a cutting edge feel.  The environment is both professional and fun.  I'd highly recommend any company calling TechSpace home!",5
49,ChIJCzeavZlZwokRh4two_7gaYo,TechSpace Union Square NYC Coworking Space,"41 E 11th St 11th floor, New York, NY 10003, USA",4.4,"Our company moved to TechSpace Union Square in late 2010 and we've been very happy since.  Great facility, smart design, quality services and tech infrastructure.  Nice casual-yet-professional Silicon Alley vibe and terrific neighborhood...",4
50,ChIJ2Z7iZ6RZwokRrI4d0rJ_8g0,Rise New York,"43 W 23rd St, New York, NY 10010, USA",4.8,"Our company hosted our inaugural diversity and inclusion event at Rise New York's space. The staff was incredibly helpful setting up the event space and cafe for our keynote speakers and panels, and worked with us to make sure that all of our ~75 attendees were taken care of and made to feel comfortable. Their timely responses ensured that the event ran smoothly. One nice touch that's indicative of their attention to detail - it was pouring down rain the night of and they made sure they placed umbrella holders around the space. It was a small detail, but very helpful.",5
51,ChIJ2Z7iZ6RZwokRrI4d0rJ_8g0,Rise New York,"43 W 23rd St, New York, NY 10010, USA",4.8,"I walked into Rise days before they officially opened a few years ago and I've had the pleasure of both attending and hosting events in their beautiful space (for Tech 2025).

They've not only built an incredible and innovative community through their coworking space, but they also are big supporters of the entire NY tech space and have opened their doors to organizations and companies (big and small) to share and discuss emerging technology and the future. 

Their events team is TOP NOTCH (I say this as someone who does corporate events regularly). They are professional, super-friendly, and flexible. Definitely visit their space and see for yourself. You won't be sorry!",5
52,ChIJ2Z7iZ6RZwokRrI4d0rJ_8g0,Rise New York,"43 W 23rd St, New York, NY 10010, USA",4.8,A fantastic space in a great location! The staff were welcoming and Stella took very good care of us. Thank you Rise!,5
53,ChIJ2Z7iZ6RZwokRrI4d0rJ_8g0,Rise New York,"43 W 23rd St, New York, NY 10010, USA",4.8,Such a cool co-working space.   They really make it easy to become part of the community and have great mentoring programs and collaboration between founders.,5
54,ChIJ2Z7iZ6RZwokRrI4d0rJ_8g0,Rise New York,"43 W 23rd St, New York, NY 10010, USA",4.8,Great space where magic happens. I was here for four days to teach computer skills for CodeNow. In many ways more comfortable and welcoming than many of the offices I worked throughout the years. A great deal of thought went into the design of the space.,5
55,ChIJg6l9fKtZwokR1phxzCZM6WA,SPACE 530,"530 7th Ave, New York, NY 10018, USA",4.7,"Beautiful, quiet, spacious and elegant. All you need in a perfect work space. Staff is amazing and attentive, problem-solving and super helpful. Best co-working space i've ever worked in!",5
56,ChIJg6l9fKtZwokR1phxzCZM6WA,SPACE 530,"530 7th Ave, New York, NY 10018, USA",4.7,I visit a lot of co-working space. This one is by far one of the best. It's beautifully decorated and the amenities are fantastic. If your looking for office space in New York this is your place,5
57,ChIJg6l9fKtZwokR1phxzCZM6WA,SPACE 530,"530 7th Ave, New York, NY 10018, USA",4.7,"Great space. Clean, quiet and they have everything you need for work, meetings or events. Great location too!",5
58,ChIJg6l9fKtZwokR1phxzCZM6WA,SPACE 530,"530 7th Ave, New York, NY 10018, USA",4.7,Fantastic coworking space for coffee and productivity. Private phone booths and comfy communal tables.,5
59,ChIJg6l9fKtZwokR1phxzCZM6WA,SPACE 530,"530 7th Ave, New York, NY 10018, USA",4.7,Ok,3
60,ChIJndJLAplZwokR5ClqXodV3uQ,Spark Labs Union Square,"833 Broadway, New York, NY 10003, USA",4.6,"Shady business. I’ve never been able to get a person on the phone to talk with me. I started a virtual mailbox service anyway, quickly changed to a better company, but they continue to charge me. Beware of this shady business or you, too, will spend precious time talking with your credit card fraud department. 

After a little trial and error to see if I could get the services for cheaper, I can confidently say: just go to We Work. They have locations everywhere and are very helpful.",1
61,ChIJndJLAplZwokR5ClqXodV3uQ,Spark Labs Union Square,"833 Broadway, New York, NY 10003, USA",4.6,"Great atmosphere with amazing staff. With Union Square a block away, the location could not be better. Really cool co-working space in the city, I have not seen any better place in NYC ! The outside terrace is a great spot for spring /summer to work while enjoying the great weather !",5
62,ChIJndJLAplZwokR5ClqXodV3uQ,Spark Labs Union Square,"833 Broadway, New York, NY 10003, USA",4.6,"Spark Labs location could not be better, just one block away from Union Square. 
Great place to work with an amazing community, cozy atmosphere and It has an outside terrace just perfect for spring/summer time.
Higly recommended",5
63,ChIJndJLAplZwokR5ClqXodV3uQ,Spark Labs Union Square,"833 Broadway, New York, NY 10003, USA",4.6,No one answers the phone and I've asked to cancel membership 3 times and am still getting billed.,1
64,ChIJndJLAplZwokR5ClqXodV3uQ,Spark Labs Union Square,"833 Broadway, New York, NY 10003, USA",4.6,"Great workspace located at the heart of Union Square. If you speak French, you will feel right at home =). During winter, it's a bit cold. Coffee available, nespresso machine there but bring your own pods.",4
65,ChIJ9d18p4lZwokRDqE9hhHWhxY,WeWork,"154 Grand St, New York, NY 10013, USA",4.3,"What a cool idea for smaller businesses that don't need a whole office space to themselves.  Many businesses side by side, sharing communal large meeting rooms, and just using what they need to conduct business.  I wish more people had that community mentality.",5
66,ChIJ9d18p4lZwokRDqE9hhHWhxY,WeWork,"154 Grand St, New York, NY 10013, USA",4.3,"Location is pretty good, but the hot desk area, while big, feels very much like an after-thought.  There is no kitchen (just a couple rolling carts that they put water and coffee on) and the bathroom situation is really poor.  Compared to other WeWorks, this one is pretty low on my list.",2
67,ChIJ9d18p4lZwokRDqE9hhHWhxY,WeWork,"154 Grand St, New York, NY 10013, USA",4.3,"A great co-working space with offices for 1-6+ people as well as a lounge for individuals. The location is great and the staff are extremely friendly. There is always plenty of tea and coffee during the week, and I have no major complaints other than the irregular heating. The staff here (including the cleaning crew) do everything to make you feel welcome, and I have enjoyed the time I've worked at this WeWork. There might be newer locations, but this (the original WeWork) has its own character.",5
68,ChIJ9d18p4lZwokRDqE9hhHWhxY,WeWork,"154 Grand St, New York, NY 10013, USA",4.3,Best WeWork. Great staff. Beautiful building. Amazing events break up the day. Professional atmosphere (people work here) and terrific vibe. Highly recommended to anyone looking to have fun + get work done.,5
69,ChIJ9d18p4lZwokRDqE9hhHWhxY,WeWork,"154 Grand St, New York, NY 10013, USA",4.3,"Great WeWork location. Convenient to 2 CitiBike stations and 2 Subway stops. Plenty of coffee shops, delis, and restaurants nearby for lunch or an after work drink. Historic building with a true NYC feel (brick walls, exposed pipes, hardwood floors). Large windows that let in plenty of sunlight. The staff are great and create a real sense of community",5
70,ChIJ3c-edIxZwokR7INdhKi2-DE,WeWork,"379 W Broadway 2nd Floor, New York, NY 10012, USA",4.6,"This we work location is very easy to locate and is close to all of the Canal Street station. The lobby is on the third floor and you can self check in with an ID. There is free coffee, tea,  and infused water for anyone and the lounge is bright and comfortable with good reading materials if you’re waiting a long time. It’s also very clean.",5
71,ChIJ3c-edIxZwokR7INdhKi2-DE,WeWork,"379 W Broadway 2nd Floor, New York, NY 10012, USA",4.6,It's a lovely co-working space in a convenient location.,5
72,ChIJ3c-edIxZwokR7INdhKi2-DE,WeWork,"379 W Broadway 2nd Floor, New York, NY 10012, USA",4.6,"Great place to work at. The staff are amazing, you are allowed to bring your dog, and they plan events every week so there is always something to make the week go by faster. Recently we had Octoberfest, Drinks with Bruce, Shake Shack burgers and Beer Pong! Only thing missing is an Espresso machine ;) but they have tons of cold brew and regular coffee.",5
73,ChIJ3c-edIxZwokR7INdhKi2-DE,WeWork,"379 W Broadway 2nd Floor, New York, NY 10012, USA",4.6,My favorite WeWork. Great location in the heart of Soho and really nice and helpful community management team. The 5th floor common space has great natural light and is a great place to set up shop and get work done! Highly recommend a tour/ visit if you're in the market for a co-working office.,5
74,ChIJ3c-edIxZwokR7INdhKi2-DE,WeWork,"379 W Broadway 2nd Floor, New York, NY 10012, USA",4.6,Clean and quiet work environment,5
75,ChIJBSIBMYpZwokRwHK6JSWwaY4,Cubico,"433 Broadway, New York, NY 10013, USA",4.5,"Beautiful space, the rooftop was very popular for our work event, the guests loved it!",5
76,ChIJBSIBMYpZwokRwHK6JSWwaY4,Cubico,"433 Broadway, New York, NY 10013, USA",4.5,Best co-working space in NYC with an amazing rooftop/communal space overlooking Manhattan.,5
77,ChIJBSIBMYpZwokRwHK6JSWwaY4,Cubico,"433 Broadway, New York, NY 10013, USA",4.5,"Interesting design, convenient workspace in expensive commercial real estate district. Looks good, feels good, I don't know how much is the payment though.",5
78,ChIJBSIBMYpZwokRwHK6JSWwaY4,Cubico,"433 Broadway, New York, NY 10013, USA",4.5,"It's a pretty standard shared office space, but is on the Spartan side. No lounge area or cappuccino here. All of the internal walls are glass, which is probably to make the offices feel less constricting. However, I found the effect disorienting. There also isn't a drop ceiling, rather the fire-proofing is painted white.",2
79,ChIJBSIBMYpZwokRwHK6JSWwaY4,Cubico,"433 Broadway, New York, NY 10013, USA",4.5,"Cubico is a beautiful shared workspace building in SOHO, with a gorgeous rooftop and awesome staff.  Love attending events there.  The tenants in the office building are all super interesting, innovative and span all sorts of different sectors. It's truly an inspiring place to be a part of.  Love it.",5
80,ChIJix_4sahZwokRRjUrKamamvo,Nomadworks,"1216 Broadway, New York, NY 10001, USA",4.4,"Great modern and quiet spaces to work. The staff goes above and beyond to meet my business needs. There are also weekly events where I have the opportunity to network  and learn more as I develop my business. Excellent wellness, yoga, mediation, and community amenities. Overall a productive, clean environment for a competitive price.",5
81,ChIJix_4sahZwokRRjUrKamamvo,Nomadworks,"1216 Broadway, New York, NY 10001, USA",4.4,"Had such a great experience in Nomadworks.

Everything was to my liking: the work space was ideal and spacious; the complementary coffee was delicious; the WiFi was speedy; and the service from the staff was excellent. Specifically, Emmet looked after all of my concerns and was quick to answer any queries I had.

Would recommend to anyone looking for a reasonably priced work space in a central New York City location.",5
82,ChIJix_4sahZwokRRjUrKamamvo,Nomadworks,"1216 Broadway, New York, NY 10001, USA",4.4,"I love working at Nomadworks. They have plenty of space to take a call, the dining areas are always clean and tidy, and the staff is very helpful and professional. I'm a big tea drinker so the fact that they have loose leaf/make your own tea bags is amazing.",5
83,ChIJix_4sahZwokRRjUrKamamvo,Nomadworks,"1216 Broadway, New York, NY 10001, USA",4.4,"The community at Nomadworks is amazing, but I really love how convenient the location of the space is. It's easy to get to places from Nomadworks since it is near all of the subway lines. The complimentary coffee is really good too!",5
84,ChIJix_4sahZwokRRjUrKamamvo,Nomadworks,"1216 Broadway, New York, NY 10001, USA",4.4,"The company I work for has been renting a private office in Nomadworks for about a year now. We've bounced around from coworking buildings before, but really found our home here! The staff is always super friendly and helpful to us whenever we need anything. Yoga class is probably my favorite part.",5
85,ChIJXa6meaFZwokRgbwcRuT-bhs,The Wing,"Penthouse, 45 E 20th St, New York, NY 10003, USA",4.3,Great spot to work. Ask for coffee with oat milk and try the toasts.,5
86,ChIJXa6meaFZwokRgbwcRuT-bhs,The Wing,"Penthouse, 45 E 20th St, New York, NY 10003, USA",4.3,"Very nice CLUB FOR ""WOMEN ONLY""",5
87,ChIJXa6meaFZwokRgbwcRuT-bhs,The Wing,"Penthouse, 45 E 20th St, New York, NY 10003, USA",4.3,I would love to see this in my State of NC. Some times we need a space were we are able to focus on working and relaxing in a public but semi private space. I really would love a space created like THE WING in NC.   I would not have to worry about being approached for things I am not available for.,5
88,ChIJXa6meaFZwokRgbwcRuT-bhs,The Wing,"Penthouse, 45 E 20th St, New York, NY 10003, USA",4.3,claim to support women but then do not support women owned business.,1
89,ChIJXa6meaFZwokRgbwcRuT-bhs,The Wing,"Penthouse, 45 E 20th St, New York, NY 10003, USA",4.3,Love being a member of Wing! Gorgeous space. Lovely women. Amazing events. Overall an amazing community of women.,5
90,ChIJ6aWZ2phbwokRJDsqHpRUvk4,Ignitia Office,"1002 Dean St, Brooklyn, NY 11238, USA",4.8,This is the view from my office. Can you ask for a more peaceful place to work? The team at Ignitia are really great. Highly recommend this joint!,5
91,ChIJ6aWZ2phbwokRJDsqHpRUvk4,Ignitia Office,"1002 Dean St, Brooklyn, NY 11238, USA",4.8,Enjoyed the space but unfortunately not the work. Love the high tech electronic door mechanism. Just need to use an app on your phone to unlock everything. Will recommend to people who need a co-working space around the neighborhood,5
92,ChIJ6aWZ2phbwokRJDsqHpRUvk4,Ignitia Office,"1002 Dean St, Brooklyn, NY 11238, USA",4.8,"I have worked in many co-working spaces in the past (WeWork, Regus, The Yard..) and have now moved our offices to Ignitia in Brooklyn. I really love working here, the staff is not only very friendly but also eager to help us grow our business. The design of the space itself is probably one of the nicest I have seen and reflects well on our company. The coffee bar is great and even includes cold brew on tap! Love it",5
